Wavelength,SSI
350.829,1096.3201351236532
350.83000000000004,1098.8018325907335
350.831,1101.57822307757
350.832,1104.6041989805353
350.83299999999997,1107.8321650341402
350.834,1111.2127476443375
350.83500000000004,1114.6954442781616
350.836,1118.229312815813
350.837,1121.7636808839584
350.83799999999997,1125.248835207814
350.839,1128.6367209538364
350.84000000000003,1131.881561147536
350.841,1134.9405759973884
350.842,1137.774522387768
350.84299999999996,1140.3483033061516
350.844,1142.6314773642218
350.845,1144.5987383471418
350.846,1146.2303248285602
350.847,1147.512379832568
350.848,1148.4371806177246
350.849,1149.0033684610855
350.85,1149.2160385736918
350.851,1149.0867401005698
350.852,1148.6334561395108
350.853,1147.8803339946055
350.85400000000004,1146.8575053452648
350.855,1145.6006666406047
350.856,1144.1506395126128
350.85699999999997,1142.5527813301635
350.858,1140.8563857624256
350.85900000000004,1139.1139434737313
350.86,1137.3803328841745
350.861,1135.7120109302116
350.86199999999997,1134.1660939285505
350.863,1132.799418458823
350.86400000000003,1131.6676521993043
350.865,1130.8243048565341
350.866,1130.319829010428
350.86699999999996,1130.2007609218274
350.868,1130.5088313682186
350.869,1131.2802962728715
350.87,1132.5451874090982
350.871,1134.3268028791488
350.872,1136.6411876024974
350.873,1139.4968735599853
350.874,1142.8946000567435
350.875,1146.8272937409745
350.876,1151.2800985757804
350.877,1156.230565660751
350.87800000000004,1161.64900290331
350.879,1167.4988546618913
350.88,1173.7373211637507
350.881,1180.3159579415594
350.882,1187.1814351197552
350.88300000000004,1194.2763266727234
350.884,1201.5399796078564
350.885,1208.9094331016634
350.88599999999997,1216.3202876828313
350.887,1223.7076843119908
350.88800000000003,1231.0071735647784
350.889,1238.1556047961164
350.89,1245.0919853326607
350.89099999999996,1251.758199796715
350.892,1258.09975940197
350.89300000000003,1264.0663913994886
350.894,1269.612548598808
350.895,1274.6978589453865
350.896,1279.2873952670682
350.897,1283.3519350299418
350.898,1286.86796033834
350.899,1289.8177578409372
350.9,1292.189208927945
350.901,1293.9755899189104
350.90200000000004,1295.175302316252
350.903,1295.7914931620837
350.904,1295.8315654983292
350.905,1295.3067187986699
350.906,1294.2314394474363
350.90700000000004,1292.6229013030206
350.908,1290.5004661673781
350.909,1287.8851442930961
350.90999999999997,1284.7990349092377
350.911,1281.264936587559
350.91200000000003,1277.3058676932335
350.913,1272.9447566759454
350.914,1268.2041523422038
350.91499999999996,1263.106024043144
350.916,1257.6716617684292
350.91700000000003,1251.9216261932015
350.918,1245.8757986311305
350.919,1239.5535009217322
350.92,1232.973715223787
350.921,1226.155303808756
350.922,1219.1173387509082
350.923,1211.8794216268375
350.924,1204.4620731492448
350.925,1196.8871228007283
350.92600000000004,1189.1780385239053
350.927,1181.360296373981
350.928,1173.4617201994838
350.929,1165.51273140751
350.93,1157.5465687571455
350.93100000000004,1149.599388265561
350.932,1141.710353123503
350.933,1133.9215637610232
350.93399999999997,1126.277957941382
350.935,1118.827001052139
350.93600000000004,1111.6184163586877
350.937,1104.703735426812
350.938,1098.1357186673104
350.93899999999996,1091.9678358242834
350.94,1086.2534867075622
350.94100000000003,1081.045321831237
350.942,1076.3944032024265
350.943,1072.3494150630963
350.944,1068.9558346694398
350.945,1066.2550531182073
350.946,1064.2836260509657
350.947,1063.0725143677462
350.948,1062.6463649031327
350.949,1063.0229109896707
350.95000000000005,1064.2124929085899
350.951,1066.2175783405316
350.952,1069.0325425721312
350.953,1072.6434986556494
350.954,1077.0282574465334
350.95500000000004,1082.1564175189053
350.956,1087.989674874469
350.957,1094.4821126701963
350.95799999999997,1101.5807606924807
350.959,1109.2261548312913
350.96000000000004,1117.353056404084
350.961,1125.891221432762
350.962,1134.7662798173474
350.96299999999997,1143.9006344908692
350.964,1153.2144005366922
350.96500000000003,1162.6263942588973
350.966,1172.055082290219
350.967,1181.4195706624246
350.96799999999996,1190.640513951813
350.969,1199.6410144341053
350.97,1208.3474912675033
350.971,1216.690449769653
350.972,1224.6051507885038
350.973,1232.0323300262223
350.974,1238.9186675978565
350.975,1245.217277571219
350.976,1250.8880976006747
350.977,1255.898138692385
350.978,1260.221704997728
350.97900000000004,1263.8404937193955
350.98,1266.7436051020038
350.981,1268.9275124602639
350.98199999999997,1270.395902329223
350.983,1271.1595146145069
350.98400000000004,1271.2358328834127
350.985,1270.648824609053
350.986,1269.42850158352
350.98699999999997,1267.6105602559305
350.988,1265.2358822019303
350.98900000000003,1262.3500745556412
350.99,1259.002930516727
350.991,1255.2478399044085
350.99199999999996,1251.1412996175816
350.993,1246.7422642451727
350.994,1242.111546629548
350.995,1237.311248401748
350.996,1232.4041006012355
350.997,1227.4528642393038
350.998,1222.5197308624827
350.999,1217.6657031347252
351.0,1212.9500053914248
351.001,1208.4294941934336
351.002,1204.1581188341258
351.00300000000004,1200.1863918370773
351.004,1196.560899416177
351.005,1193.3238319169677
351.006,1190.512574201635
351.007,1188.1593559776663
351.00800000000004,1186.2909221077216
351.009,1184.928302825607
351.01,1184.0866339052975
351.01099999999997,1183.7749968111777
351.012,1183.9964186980428
351.01300000000003,1184.7478424392677
351.014,1186.0202165422975
351.015,1187.798664989015
351.01599999999996,1190.062677057327
351.017,1192.7863470958043
351.01800000000003,1195.9387641574647
351.019,1199.4842817462409
351.02,1203.3830073568654
351.021,1207.5911721274354
351.022,1212.0616103886866
351.023,1216.7442492038797
351.024,1221.5865579462434
351.025,1226.5340578200783
351.026,1231.530771438203
351.02700000000004,1236.5197123618377
351.028,1241.4433047062194
